student_id,course,exam_id,score
971467,course1,pNdxJnEf,82
102649,course1,pNdxJnEf,71
853339,course1,pNdxJnEf,86
367260,course1,pNdxJnEf,87
273190,course1,pNdxJnEf,91
853541,course1,pNdxJnEf,55
213437,course1,pNdxJnEf,99
240861,course1,pNdxJnEf,82
460724,course1,pNdxJnEf,85
440792,course1,pNdxJnEf,70
640372,course1,pNdxJnEf,80
645960,course1,pNdxJnEf,80
333737,course1,pNdxJnEf,93
902076,course1,pNdxJnEf,84
649312,course1,pNdxJnEf,87
301102,course1,pNdxJnEf,88
874492,course1,pNdxJnEf,73
197801,course1,pNdxJnEf,95
705696,course1,pNdxJnEf,92
984206,course1,pNdxJnEf,89
334407,course1,pNdxJnEf,77
223350,course1,pNdxJnEf,80
543637,course1,pNdxJnEf,77
154766,course1,pNdxJnEf,94
721672,course1,pNdxJnEf,76
545446,course1,pNdxJnEf,97
517768,course1,pNdxJnEf,67
495935,course1,pNdxJnEf,84
792357,course1,pNdxJnEf,72
669790,course1,pNdxJnEf,98
759996,course1,pNdxJnEf,72
153280,course1,pNdxJnEf,85
210552,course1,pNdxJnEf,73
910309,course1,pNdxJnEf,79
812934,course1,pNdxJnEf,93
163855,course1,pNdxJnEf,68
950488,course1,pNdxJnEf,68
878773,course1,pNdxJnEf,83
888568,course1,pNdxJnEf,91
555541,course1,pNdxJnEf,74
858156,course1,pNdxJnEf,92
738685,course1,pNdxJnEf,74
155311,course1,pNdxJnEf,76
107330,course1,pNdxJnEf,73
635367,course1,pNdxJnEf,97
909480,course1,pNdxJnEf,84
909256,course1,pNdxJnEf,81
498794,course1,pNdxJnEf,84
926472,course1,pNdxJnEf,88
822954,course1,pNdxJnEf,81
841941,course1,pNdxJnEf,85
125639,course1,pNdxJnEf,83
136633,course1,pNdxJnEf,83
371007,course1,pNdxJnEf,71
359571,course1,pNdxJnEf,87
275970,course1,pNdxJnEf,93
487980,course1,pNdxJnEf,74
976577,course1,pNdxJnEf,97
447952,course1,pNdxJnEf,79
490256,course1,pNdxJnEf,67
429252,course1,pNdxJnEf,96
812136,course1,pNdxJnEf,77
327864,course1,pNdxJnEf,81
973914,course1,pNdxJnEf,81
737170,course1,pNdxJnEf,74
592424,course1,pNdxJnEf,94
116213,course1,pNdxJnEf,96
403727,course1,pNdxJnEf,81
537340,course1,pNdxJnEf,95
929627,course1,pNdxJnEf,87
652125,course1,pNdxJnEf,64
259214,course1,pNdxJnEf,78
721304,course1,pNdxJnEf,81
417374,course1,pNdxJnEf,91
131925,course1,pNdxJnEf,99
981002,course1,pNdxJnEf,91
771720,course1,pNdxJnEf,81
464202,course1,pNdxJnEf,98
345924,course1,pNdxJnEf,66
791083,course1,pNdxJnEf,82
614777,course1,pNdxJnEf,77
792438,course1,pNdxJnEf,73
783928,course1,pNdxJnEf,87
915312,course1,pNdxJnEf,77
856668,course1,pNdxJnEf,79
815040,course1,pNdxJnEf,76
460409,course1,pNdxJnEf,85
483390,course1,pNdxJnEf,75
493642,course1,pNdxJnEf,89
839572,course1,pNdxJnEf,99
777848,course1,pNdxJnEf,85
187926,course1,pNdxJnEf,95
348033,course1,pNdxJnEf,93
963500,course1,pNdxJnEf,81
182803,course1,pNdxJnEf,74
543556,course1,pNdxJnEf,91
775725,course1,pNdxJnEf,79
923460,course1,pNdxJnEf,61
431707,course1,pNdxJnEf,65
895896,course1,pNdxJnEf,68
806135,course1,pNdxJnEf,67
594963,course1,pNdxJnEf,97
703163,course1,pNdxJnEf,80
363035,course1,pNdxJnEf,78
570940,course1,pNdxJnEf,96
730664,course1,pNdxJnEf,77
709974,course1,pNdxJnEf,93
983200,course1,pNdxJnEf,82
517524,course1,pNdxJnEf,81
839934,course1,pNdxJnEf,78
501441,course1,pNdxJnEf,86
188685,course1,pNdxJnEf,87
486927,course1,pNdxJnEf,86
636689,course1,pNdxJnEf,72
267460,course1,pNdxJnEf,73
358897,course1,pNdxJnEf,79
579581,course1,pNdxJnEf,78
786660,course1,pNdxJnEf,67
383036,course1,pNdxJnEf,82
781151,course1,pNdxJnEf,78
343450,course1,pNdxJnEf,82
734468,course1,pNdxJnEf,79
314594,course1,pNdxJnEf,78
632420,course1,pNdxJnEf,93
816400,course1,pNdxJnEf,86
584360,course1,pNdxJnEf,86
181726,course1,pNdxJnEf,88
448755,course1,pNdxJnEf,84
154131,course1,pNdxJnEf,77
822117,course1,pNdxJnEf,89
336680,course1,pNdxJnEf,74
491031,course1,pNdxJnEf,97
939766,course1,pNdxJnEf,75
780005,course1,pNdxJnEf,80
618623,course1,pNdxJnEf,87
906192,course1,pNdxJnEf,99
257479,course1,pNdxJnEf,72
311820,course1,pNdxJnEf,82
500230,course1,pNdxJnEf,87
570133,course1,pNdxJnEf,71
871699,course1,pNdxJnEf,80
338403,course1,pNdxJnEf,65
253744,course1,pNdxJnEf,79
221902,course1,pNdxJnEf,72
498905,course1,pNdxJnEf,83
650355,course1,pNdxJnEf,71
509067,course1,pNdxJnEf,72
117341,course1,pNdxJnEf,91
374410,course1,pNdxJnEf,86
126172,course1,pNdxJnEf,61
714062,course1,pNdxJnEf,90
611587,course1,pNdxJnEf,81
679023,course1,pNdxJnEf,79
639784,course1,pNdxJnEf,82
247989,course1,pNdxJnEf,96
913108,course1,pNdxJnEf,89
405030,course1,pNdxJnEf,91
310660,course1,pNdxJnEf,96
995510,course1,pNdxJnEf,80
170310,course1,pNdxJnEf,90
228060,course1,pNdxJnEf,74
472245,course1,pNdxJnEf,66
143343,course1,pNdxJnEf,82
113245,course1,pNdxJnEf,89
629483,course1,pNdxJnEf,72
226080,course1,pNdxJnEf,89
593369,course1,pNdxJnEf,73
322117,course1,pNdxJnEf,72
745084,course1,pNdxJnEf,97
687341,course1,pNdxJnEf,63
456617,course1,pNdxJnEf,73
435566,course1,pNdxJnEf,74
276071,course1,pNdxJnEf,91
482083,course1,pNdxJnEf,90
282080,course1,pNdxJnEf,79
975373,course1,pNdxJnEf,89
190359,course1,pNdxJnEf,94
235390,course1,pNdxJnEf,74
907646,course1,pNdxJnEf,65
227524,course1,pNdxJnEf,83
423959,course1,pNdxJnEf,92
847386,course1,pNdxJnEf,87
563437,course1,pNdxJnEf,86
548284,course1,pNdxJnEf,97
101790,course1,pNdxJnEf,77
690403,course1,pNdxJnEf,87
632038,course1,pNdxJnEf,89
448533,course1,pNdxJnEf,89
117320,course1,pNdxJnEf,94
595556,course1,pNdxJnEf,85
284856,course1,pNdxJnEf,87
357988,course1,pNdxJnEf,89
995811,course1,pNdxJnEf,79
851717,course1,pNdxJnEf,80
940801,course1,pNdxJnEf,85
482495,course1,pNdxJnEf,91
989732,course1,pNdxJnEf,83
659770,course1,pNdxJnEf,63
662559,course1,pNdxJnEf,90
379062,course1,pNdxJnEf,79
370158,course1,pNdxJnEf,85
745103,course1,pNdxJnEf,77
243888,course1,pNdxJnEf,78
265991,course1,pNdxJnEf,78
434931,course1,pNdxJnEf,82
423805,course1,pNdxJnEf,98
645336,course1,pNdxJnEf,77
672227,course1,pNdxJnEf,78
335568,course1,pNdxJnEf,86
607200,course1,pNdxJnEf,87
458491,course1,pNdxJnEf,84
182091,course1,pNdxJnEf,77
330302,course1,pNdxJnEf,79
653677,course1,pNdxJnEf,78
252746,course1,pNdxJnEf,83
848655,course1,pNdxJnEf,80
579655,course1,pNdxJnEf,75
201226,course1,pNdxJnEf,82
154567,course1,pNdxJnEf,79
765395,course1,pNdxJnEf,71
110589,course1,pNdxJnEf,92
945000,course1,pNdxJnEf,68
833612,course1,pNdxJnEf,87
776033,course1,pNdxJnEf,73
893690,course1,pNdxJnEf,85
896891,course1,pNdxJnEf,71
328918,course1,pNdxJnEf,82
462687,course1,pNdxJnEf,85
299243,course1,pNdxJnEf,81
438837,course1,pNdxJnEf,89
405640,course1,pNdxJnEf,84
197205,course1,pNdxJnEf,95
204314,course1,pNdxJnEf,81
699044,course1,pNdxJnEf,76
271115,course1,pNdxJnEf,80
864169,course1,pNdxJnEf,75
805285,course1,pNdxJnEf,69
511600,course1,pNdxJnEf,69
715654,course1,pNdxJnEf,93
896138,course1,pNdxJnEf,81
704817,course1,pNdxJnEf,82
615232,course1,pNdxJnEf,88
110932,course1,pNdxJnEf,95
730110,course1,pNdxJnEf,70
101100,course1,pNdxJnEf,85
227118,course1,pNdxJnEf,84
430822,course1,pNdxJnEf,92
221180,course1,pNdxJnEf,84
248208,course1,pNdxJnEf,75
172440,course1,pNdxJnEf,82
914678,course1,pNdxJnEf,93
813274,course1,pNdxJnEf,70
466969,course1,pNdxJnEf,98
576500,course1,pNdxJnEf,66
981065,course1,pNdxJnEf,76
761647,course1,pNdxJnEf,82
960537,course1,pNdxJnEf,98
292891,course1,pNdxJnEf,86
751894,course1,pNdxJnEf,78
923640,course1,pNdxJnEf,93
199746,course1,pNdxJnEf,85
810175,course1,pNdxJnEf,76
997366,course1,pNdxJnEf,100
656674,course1,pNdxJnEf,71
280508,course1,pNdxJnEf,99
926761,course1,pNdxJnEf,65
845756,course1,pNdxJnEf,83
774926,course1,pNdxJnEf,83
639772,course1,pNdxJnEf,82
240860,course1,pNdxJnEf,76
847249,course1,pNdxJnEf,80
128696,course1,pNdxJnEf,96
300487,course1,pNdxJnEf,72
173400,course1,pNdxJnEf,95
798636,course1,pNdxJnEf,76
201431,course1,pNdxJnEf,80
445198,course1,pNdxJnEf,87
919396,course1,pNdxJnEf,77
906998,course1,pNdxJnEf,96
422930,course1,pNdxJnEf,91
955606,course1,pNdxJnEf,69
979995,course1,pNdxJnEf,78
841637,course1,pNdxJnEf,86
907040,course1,pNdxJnEf,77
691675,course1,pNdxJnEf,87
743527,course1,pNdxJnEf,90
359824,course1,pNdxJnEf,98
536667,course1,pNdxJnEf,77
982063,course1,pNdxJnEf,95
548231,course1,pNdxJnEf,97
577866,course1,pNdxJnEf,79
490319,course1,pNdxJnEf,96
521121,course1,pNdxJnEf,79
155585,course1,pNdxJnEf,96
758749,course1,pNdxJnEf,74
743747,course1,pNdxJnEf,75
719678,course1,pNdxJnEf,79
227750,course1,pNdxJnEf,91
181683,course1,pNdxJnEf,70
270481,course1,pNdxJnEf,67
230748,course1,5Sh31xmN,69
186851,course1,5Sh31xmN,76
478370,course1,5Sh31xmN,77
692328,course1,5Sh31xmN,90
509128,course1,5Sh31xmN,80
604234,course1,5Sh31xmN,95
992922,course1,5Sh31xmN,74
488841,course1,5Sh31xmN,91
831322,course1,5Sh31xmN,72
940245,course1,5Sh31xmN,74
543834,course1,5Sh31xmN,70
775703,course1,5Sh31xmN,89
967766,course1,5Sh31xmN,90
291359,course1,5Sh31xmN,92
226218,course1,5Sh31xmN,85
108246,course1,5Sh31xmN,80
209909,course1,5Sh31xmN,72
908801,course1,5Sh31xmN,78
227895,course1,5Sh31xmN,72
360479,course1,5Sh31xmN,98
121935,course1,5Sh31xmN,83
516713,course1,5Sh31xmN,97
553260,course1,5Sh31xmN,72
862740,course1,5Sh31xmN,87
282390,course1,5Sh31xmN,90
835300,course1,5Sh31xmN,89
974852,course1,5Sh31xmN,74
401010,course1,5Sh31xmN,99
321731,course1,5Sh31xmN,98
864600,course1,5Sh31xmN,71
712554,course1,5Sh31xmN,85
403854,course1,5Sh31xmN,79
380636,course1,5Sh31xmN,96
884795,course1,5Sh31xmN,77
109609,course1,5Sh31xmN,88
869343,course1,5Sh31xmN,99
992790,course1,5Sh31xmN,77
886338,course1,5Sh31xmN,72
607251,course1,5Sh31xmN,88
458921,course1,5Sh31xmN,82
540941,course1,5Sh31xmN,70
518176,course1,5Sh31xmN,58
686297,course1,5Sh31xmN,98
318850,course1,5Sh31xmN,73
475067,course1,5Sh31xmN,83
469477,course1,5Sh31xmN,76
348194,course1,5Sh31xmN,73
336101,course1,5Sh31xmN,73
945985,course1,5Sh31xmN,91
530345,course1,5Sh31xmN,70
978592,course1,5Sh31xmN,70
834710,course1,5Sh31xmN,97
808214,course1,5Sh31xmN,95
736281,course1,5Sh31xmN,98
694324,course1,5Sh31xmN,73
196248,course1,5Sh31xmN,81
589614,course1,5Sh31xmN,97
199656,course1,5Sh31xmN,70
412014,course1,5Sh31xmN,87
479069,course1,5Sh31xmN,91
383659,course1,5Sh31xmN,95
827315,course1,5Sh31xmN,90
798551,course1,5Sh31xmN,76
296553,course1,5Sh31xmN,91
904604,course1,5Sh31xmN,72
928320,course1,5Sh31xmN,84
459986,course1,5Sh31xmN,82
547794,course1,5Sh31xmN,91
357891,course1,5Sh31xmN,80
579396,course1,5Sh31xmN,81
302655,course1,5Sh31xmN,75
300533,course1,5Sh31xmN,83
422763,course1,5Sh31xmN,77
413801,course1,5Sh31xmN,66
231778,course1,5Sh31xmN,86
524054,course1,5Sh31xmN,84
829824,course1,5Sh31xmN,74
893681,course1,5Sh31xmN,91
796501,course1,5Sh31xmN,75
650787,course1,5Sh31xmN,88
717852,course1,5Sh31xmN,87
606458,course1,5Sh31xmN,69
589305,course1,5Sh31xmN,71
171985,course1,5Sh31xmN,96
287830,course1,5Sh31xmN,72
197608,course1,5Sh31xmN,80
201223,course1,5Sh31xmN,75
381902,course1,5Sh31xmN,82
706896,course1,5Sh31xmN,77
380348,course1,5Sh31xmN,96
970250,course1,5Sh31xmN,69
316985,course1,5Sh31xmN,89
540825,course1,5Sh31xmN,78
135803,course1,5Sh31xmN,66
832330,course1,5Sh31xmN,76
152455,course1,5Sh31xmN,94
310537,course1,5Sh31xmN,86
303640,course1,5Sh31xmN,80
294031,course1,5Sh31xmN,81
169850,course1,5Sh31xmN,92
429749,course1,5Sh31xmN,96
891926,course1,5Sh31xmN,77
620367,course1,5Sh31xmN,84
958466,course1,5Sh31xmN,92
722283,course1,5Sh31xmN,84
516717,course1,5Sh31xmN,85
362479,course1,5Sh31xmN,79
375485,course1,5Sh31xmN,78
658591,course1,5Sh31xmN,92
545893,course1,5Sh31xmN,98
464124,course1,5Sh31xmN,77
281402,course1,5Sh31xmN,91
403497,course1,5Sh31xmN,90
463350,course1,5Sh31xmN,76
608293,course1,5Sh31xmN,82
283993,course1,5Sh31xmN,82
493710,course1,5Sh31xmN,85
668710,course1,5Sh31xmN,73
189876,course1,5Sh31xmN,80
226409,course1,5Sh31xmN,80
558602,course1,5Sh31xmN,71
993944,course1,5Sh31xmN,78
179185,course1,5Sh31xmN,90
204214,course1,5Sh31xmN,96
456140,course1,5Sh31xmN,75
677402,course1,5Sh31xmN,81
200972,course1,5Sh31xmN,84
345956,course1,5Sh31xmN,83
432115,course1,5Sh31xmN,87
806878,course1,5Sh31xmN,94
562111,course1,5Sh31xmN,82
886057,course1,5Sh31xmN,96
401344,course1,5Sh31xmN,81
617922,course1,5Sh31xmN,62
991626,course1,5Sh31xmN,73
155180,course1,5Sh31xmN,76
433434,course1,5Sh31xmN,85
657835,course1,5Sh31xmN,82
421526,course1,5Sh31xmN,70
422410,course1,5Sh31xmN,98
913358,course1,5Sh31xmN,80
452813,course1,5Sh31xmN,86
659748,course1,5Sh31xmN,81
785000,course1,5Sh31xmN,78
443205,course1,5Sh31xmN,72
821164,course1,5Sh31xmN,100
808194,course1,5Sh31xmN,74
875532,course1,5Sh31xmN,87
234041,course1,5Sh31xmN,99
533705,course1,5Sh31xmN,84
558210,course1,5Sh31xmN,100
565221,course1,5Sh31xmN,73
871091,course1,5Sh31xmN,79
383214,course1,5Sh31xmN,79
544929,course1,5Sh31xmN,76
145842,course1,5Sh31xmN,76
356607,course1,5Sh31xmN,79
365270,course1,5Sh31xmN,89
120313,course1,5Sh31xmN,78
595460,course1,5Sh31xmN,80
242831,course1,5Sh31xmN,71
170800,course1,5Sh31xmN,87
129826,course1,5Sh31xmN,82
849811,course1,5Sh31xmN,81
706265,course1,5Sh31xmN,83
151480,course1,5Sh31xmN,92
516772,course1,5Sh31xmN,90
999038,course1,5Sh31xmN,80
894387,course1,5Sh31xmN,91
283294,course1,5Sh31xmN,70
751650,course1,5Sh31xmN,89
461256,course1,5Sh31xmN,84
169846,course1,5Sh31xmN,81
442229,course1,5Sh31xmN,86
227603,course1,5Sh31xmN,94
870766,course1,5Sh31xmN,69
154046,course1,5Sh31xmN,75
499636,course1,5Sh31xmN,82
867580,course1,5Sh31xmN,78
896700,course1,5Sh31xmN,73
108319,course1,5Sh31xmN,64
795696,course1,5Sh31xmN,83
244358,course1,5Sh31xmN,86
457928,course1,5Sh31xmN,72
420269,course1,5Sh31xmN,94
774630,course1,5Sh31xmN,82
874310,course1,5Sh31xmN,84
665197,course1,5Sh31xmN,79
366068,course1,5Sh31xmN,89
731769,course1,5Sh31xmN,66
989481,course1,5Sh31xmN,64
344995,course1,5Sh31xmN,64
677361,course1,5Sh31xmN,93
659000,course1,5Sh31xmN,69
800444,course1,5Sh31xmN,73
763906,course1,5Sh31xmN,75
689241,course1,5Sh31xmN,93
927355,course1,5Sh31xmN,68
732269,course1,5Sh31xmN,69
112519,course1,5Sh31xmN,99
971467,course1,5Sh31xmN,82
102649,course1,5Sh31xmN,76
853339,course1,5Sh31xmN,84
367260,course1,5Sh31xmN,83
273190,course1,5Sh31xmN,90
853541,course1,5Sh31xmN,57
213437,course1,5Sh31xmN,93
240861,course1,5Sh31xmN,80
460724,course1,5Sh31xmN,87
440792,course1,5Sh31xmN,72
640372,course1,5Sh31xmN,81
645960,course1,5Sh31xmN,77
333737,course1,5Sh31xmN,95
902076,course1,5Sh31xmN,80
649312,course1,5Sh31xmN,80
301102,course1,5Sh31xmN,85
874492,course1,5Sh31xmN,69
197801,course1,5Sh31xmN,95
705696,course1,5Sh31xmN,87
984206,course1,5Sh31xmN,89
334407,course1,5Sh31xmN,74
223350,course1,5Sh31xmN,82
543637,course1,5Sh31xmN,70
154766,course1,5Sh31xmN,94
721672,course1,5Sh31xmN,78
545446,course1,5Sh31xmN,99
517768,course1,5Sh31xmN,66
495935,course1,5Sh31xmN,81
792357,course1,5Sh31xmN,66
669790,course1,5Sh31xmN,93
759996,course1,5Sh31xmN,74
153280,course1,5Sh31xmN,86
210552,course1,5Sh31xmN,73
910309,course1,5Sh31xmN,78
812934,course1,5Sh31xmN,96
163855,course1,5Sh31xmN,66
950488,course1,5Sh31xmN,70
878773,course1,5Sh31xmN,79
888568,course1,5Sh31xmN,93
555541,course1,5Sh31xmN,69
858156,course1,5Sh31xmN,94
738685,course1,5Sh31xmN,69
155311,course1,5Sh31xmN,78
107330,course1,5Sh31xmN,69
635367,course1,5Sh31xmN,94
909480,course1,5Sh31xmN,85
909256,course1,5Sh31xmN,82
498794,course1,5Sh31xmN,85
926472,course1,5Sh31xmN,90
822954,course1,5Sh31xmN,76
841941,course1,5Sh31xmN,88
125639,course1,5Sh31xmN,86
136633,course1,5Sh31xmN,84
371007,course1,5Sh31xmN,75
359571,course1,5Sh31xmN,82
275970,course1,5Sh31xmN,93
487980,course1,5Sh31xmN,71
976577,course1,5Sh31xmN,92
447952,course1,5Sh31xmN,83
490256,course1,5Sh31xmN,66
429252,course1,5Sh31xmN,87
812136,course1,5Sh31xmN,81
327864,course1,5Sh31xmN,83
973914,course1,5Sh31xmN,79
737170,course1,5Sh31xmN,77
592424,course1,5Sh31xmN,93
116213,course1,5Sh31xmN,95
403727,course1,5Sh31xmN,86
537340,course1,5Sh31xmN,94
929627,course1,5Sh31xmN,78
652125,course1,5Sh31xmN,68
259214,course1,5Sh31xmN,71
721304,course1,5Sh31xmN,82
417374,course1,5Sh31xmN,93
131925,course1,5Sh31xmN,98
981002,course1,5Sh31xmN,92
771720,course1,5Sh31xmN,83
464202,course1,5Sh31xmN,98
345924,course1,5Sh31xmN,65
791083,course1,5Sh31xmN,84
614777,course1,5Sh31xmN,78
792438,course1,5Sh31xmN,73
783928,course1,5Sh31xmN,87
915312,course1,5Sh31xmN,74
856668,course1,5Sh31xmN,76
815040,course1,5Sh31xmN,78
460409,course1,5Sh31xmN,82
483390,course1,5Sh31xmN,78
493642,course1,5Sh31xmN,93
839572,course1,5Sh31xmN,96
777848,course1,5Sh31xmN,85
187926,course1,5Sh31xmN,92
348033,course1,5Sh31xmN,93
963500,course1,5Sh31xmN,77
182803,course1,5Sh31xmN,71
543556,course1,5Sh31xmN,86
775725,course1,5Sh31xmN,77
923460,course1,5Sh31xmN,63
431707,course1,5Sh31xmN,66
895896,course1,5Sh31xmN,68
806135,course1,5Sh31xmN,65
594963,course1,5Sh31xmN,94
703163,course1,5Sh31xmN,79
363035,course1,5Sh31xmN,75
570940,course1,5Sh31xmN,91
730664,course1,5Sh31xmN,79
709974,course1,5Sh31xmN,91
983200,course1,5Sh31xmN,83
517524,course1,5Sh31xmN,83
839934,course1,5Sh31xmN,78
501441,course1,5Sh31xmN,93
188685,course1,5Sh31xmN,84
486927,course1,5Sh31xmN,92
636689,course1,5Sh31xmN,71
267460,course1,5Sh31xmN,71
358897,course1,5Sh31xmN,82
579581,course1,5Sh31xmN,73
786660,course1,5Sh31xmN,66
383036,course1,5Sh31xmN,83
781151,course1,5Sh31xmN,79
343450,course1,5Sh31xmN,81
734468,course1,5Sh31xmN,76
